NAME_MAIN,STRENGTH,FORM,PACKAGE,DCI,LABO,PAYS,CODE_PCT,DATE AMM,G/P
AMOXI-CLAV SANOFI,1000 mg/125 mg,Poudre pour suspension orale,B/12 Sachets,AMOXICILLINE+ACIDE CLAVULANIQUE,SANOFI AVENTIS PHARMA TUNISIE,Tunisie,9263413,2021-09-14,Générique
AMOXI-CLAV SANOFI ENFANTS,100 mg/12.5mg/ml,Poudre pour suspension orale,FL/60 ml + pipette doseuse,AMOXICILLINE+ACIDE CLAVULANIQUE,WINTHROP PHARMA TUNISIE,Tunisie,9103712,2009-08-22,Générique
AMOXI-CLAV SANOFI ENFANTS,100 mg/12.5mg/ml,Poudre pour suspension orale,FL/60 ml + pipette doseuse,AMOXICILLINE+ACIDE CLAVULANIQUE,SANOFI AVENTIS PHARMA TUNISIE,Tunisie,9263412,2021-09-14,Générique
AMOXI-CLAV SANOFI NOURRISSONS,100 mg/12.5mg/ml,Poudre pour suspension orale,FL/30 ml + pipette doseuse,AMOXICILLINE+ACIDE CLAVULANIQUE,WINTHROP PHARMA TUNISIE,Tunisie,9103711,2009-08-22,Générique
AMOXI-CLAV SANOFI NOURRISSONS,100 mg/12.5mg/ml,Poudre pour suspension orale,FL/30 ml + pipette doseuse,AMOXICILLINE+ACIDE CLAVULANIQUE,SANOFI AVENTIS PHARMA TUNISIE,Tunisie,9263411,2023-09-14,Générique
AMOXICILLINE/ACIDE CLAVULANIQUE PANPHARMA ADULTES,2gr/200 mg,Pdre p.prep.injectable,B/10 FL sans solvant,AMOXICILLINE+ACIDE CLAVULANIQUE,PANPHARMA,FRANCE,7233123,2016-06-02,Générique
AMOXICILLINE/ACIDE CLAVULANIQUE PANPHARMA ADULTES,1 gr/200 mg,Pdre p.prep.injectable,B/10 FL sans solvant,AMOXICILLINE+ACIDE CLAVULANIQUE,PANPHARMA,FRANCE,7233121,2016-06-02,Générique
AMOXICILLINE/ACIDE CLAVULANIQUE PANPHARMA ADULTES,1 gr/200 mg,Pdre p.prep.injectable,B/25 FL sans solvant,AMOXICILLINE+ACIDE CLAVULANIQUE,PANPHARMA,FRANCE,7233122,2016-06-02,Générique
AMOXIL IM IV,0.5 gr,Pdre p.prep.injectable,B/1flacon +solvant/5ml,AMOXICILLINE,UNIMED,Tunisie,9093353,2011-06-07,Générique
AMPICIL IM IV,0.5 gr,Pdre p.prep.injectable,B/1 flacon+solvant/5ml,AMPICILLINE,UNIMED,Tunisie,9093344,2011-05-17,Générique
AMPICILLINE,1 GR,Pdre p.prep.injectable,B/10 sans solvant,AMPICILLINE,BALKANPHARMA-RAZGRAD AD,BULGARIE,4663011,2000-09-01,Générique
AMVISC PLUS,16 mg/ml,Préparation Viscoélastique,B/1 Seringue /0.8ml,HYALURONATE DE SODIUM,BAUSCH AND LOMB,Etats Unis d'Amérique,11793021H,2018-01-31,Princeps
AMYTRIL 10,10 mg,Comprimé pelliculé,B/100,AMITRIPTYLINE,PHARMACARE,Tunisie,9343041,2013-03-27,Générique
AMYTRIL 10,10 mg,Comprimé pelliculé,B/40,AMITRIPTYLINE,PHARMACARE,Tunisie,9343043,2014-05-14,Générique
AMYTRIL 10,10 mg,Comprimé pelliculé,B/500,AMITRIPTYLINE,PHARMACARE,Tunisie,9343045H,2014-09-29,Générique
AMYTRIL 25,25 mg,Comprimé pelliculé,B/100,AMITRIPTYLINE,PHARMACARE,Tunisie,9343042,2013-03-27,Générique
AMYTRIL 25,25 mg,Comprimé pelliculé,B/40,AMITRIPTYLINE,PHARMACARE,Tunisie,9343044,2014-05-14,Générique
AMYTRIL 25,25 mg,Comprimé pelliculé,B/500,AMITRIPTYLINE,PHARMACARE,Tunisie,9343046H,2014-09-29,Générique
ANAERYL,250 mg,Comprimé pelliculé,B/20,METRONIDAZOLE,SAIPH,Tunisie,9163361,2000-10-31,Générique
ANAFRANIL 75 MG,75 MG,Comprimé pelliculé sécable,B/20,CLOMIPRAMINE,ALFASIGMA FRANCE,FRANCE,17543013,2016-03-01,Princeps
ANALGAN ENFANT ET NOURRISSON,10 mg/ml,Solution injectable pour perfusion,B/ 12FL/ /50ml,PARACETAMOL,SIPHAT,Tunisie,9003017,2011-12-14,Générique
ANALGAN JEUNE ENFANT,170 MG,Suppositoire,B/10,PARACETAMOL,SIPHAT,Tunisie,9003013,1994-08-27,Générique
ANALGAN NOURRISSONS,80 MG,Suppositoire,B/10,PARACETAMOL,SIPHAT,Tunisie,9003012,1994-08-27,Générique
ANASTRA,1 mg,Comprimé pelliculé,B/30,ANASTROZOLE,TAHA PHARMA,Tunisie,9373361H,2017-07-03,Générique
ANASTRAZOLE ACCORD,1 mg,Comprimé pelliculé,B/28,ANASTROZOLE,ACCORD HEALTHCARE LTD,Rayaume uni,16923091H,2017-06-28,Générique
ANASTRAZOLE GERDA,1 mg,Comprimé pelliculé,B/30,ANASTROZOLE,GERDA,FRANCE,6663011H,2019-07-19,Générique
ANASTRAZOLE NEAPOLIS,1 mg,Comprimé pelliculé,B/30,ANASTROZOLE,NEAPOLIS PHARMA,Tunisie,9393131H,2020-07-20,Générique
ANASTRAZOLE ZAPHYR PHARMACEUTICALS,1 mg,Comprimé pelliculé,B/28,ANASTROZOLE,ZAPHYR PHARMACEUTICALS IRELAND LIMITED,Irelande,16413011H,2017-01-23,Générique
ANASTRODEX,1 mg,Comprimé pelliculé,B/30,ANASTROZOLE,ADVANS PHARMA,Tunisie,9413091H,2020-09-28,Générique
ANASTROZOLE PHARMACARE,1 mg,Comprimé pelliculé,B/30,ANASTROZOLE,PHARMACARE PREMIUM LIMITED,MALTE,24973031H,2026-02-09,Générique
ANAXERYL,,Pommade dermique,T/38.5GR,DIOXYANTHRANOL+ICHTHYOLAMMONIUM+RESORCINE,BAILLY-CREAT,FRANCE,5023011,1994-01-12,Princeps
ANGIPAX,,Comprimé orodispersible,B/40,HOMEOPATHIE,LEHNING,FRANCE,7053111,2021-11-03,Princeps
ANORO,55µg/22µg,Poudre pour inhalation buccale,B/1Inhalateur/30 doses,UMECLIDINUM+VILANTEROL,GLAXO GROUP Ltd,Rayaume uni,2883031,2017-03-14,Princeps
ANTAGONINE,300 MG,Comprimé,B/10,RANITIDINE,SAIPH,Tunisie,9163182,1998-10-21,Générique
ANTAGONINE,150 MG,Comprimé,B/20,RANITIDINE,SAIPH,Tunisie,9163181,1998-10-21,Générique
ANTAGONINE,150 MG,Comprimé,B/10,RANITIDINE,SAIPH,Tunisie,9163184,2001-12-11,Générique
ANTAGONINE 50,50 mg /2ml,Solution injectable,B/5/2 ML,RANITIDINE,SAIPH,Tunisie,9163185,2008-06-25,Générique
ANTAGONINE 75,75 mg,Granules effervescents,B/14 sachets,RANITIDINE,SAIPH,Tunisie,9163186,2008-06-25,Générique
ANTIBACIN,2 gr,Pdre p.prep.injectable,B/1 FLACON,CEFTRIAXONE,ELPEN Pharmaceutical CO .INC,GRECE,8983021H,2005-06-01,Générique
ANTIOMAL,750 mg,Comprimé pelliculé,B/60,LEVETIRACETAM,TAHA PHARMA,Tunisie,9373153,2018-12-12,Générique
ANTIOMAL,750 mg,Comprimé pelliculé,B/30,LEVETIRACETAM,TAHA PHARMA,Tunisie,9373155,2021-04-20,Générique
ANTIOMAL 1000,1000 mg,Comprimé pelliculé sécable,B/30,LEVETIRACETAM,TAHA PHARMA,Tunisie,9373157,2023-03-01,Générique
ANTIXA,5 mg,Comprimé pelliculé,B/20,APIXABAN,SAIPH,Tunisie,9164343,2024-01-09,Générique
ANTIXA,2.5 mg,Comprimé pelliculé,B/20,APIXABAN,SAIPH,Tunisie,9164341,2024-01-09,Générique
ANTIXA,2.5 mg,Comprimé pelliculé,B/60,APIXABAN,SAIPH,Tunisie,9164342,2024-01-09,Générique
ANTIXA,5 mg,Comprimé pelliculé,B/60,APIXABAN,SAIPH,Tunisie,9164344,2024-01-09,Générique
ANTIXA,5 mg,Comprimé pelliculé,B/180,APIXABAN,SAIPH,Tunisie,9164346,2025-07-22,Générique
ANTIXA,2.5 mg,Comprimé pelliculé,B/180,APIXABAN,SAIPH,Tunisie,9164345,2025-07-22,Générique
APHRODIS,20 mg,Comprimé pelliculé,B/4,TADALAFIL,PHARMACARE,Tunisie,9343202,2017-05-23,Générique
APHRODIS,10 mg,Comprimé pelliculé,B/4,TADALAFIL,PHARMACARE,Tunisie,9343201,2017-07-11,Générique
APHRODIS,20 mg,Comprimé pelliculé,B/8,TADALAFIL,PHARMACARE,Tunisie,9343203,2017-11-29,Générique
APIXADIS,2.5 mg,Comprimé pelliculé,B/14,APIXABAN,LES LABORATOIRES MEDIS,Tunisie,9234111,2022-12-22,Générique
APIXADIS,5 mg,Comprimé pelliculé,B/60,APIXABAN,LES LABORATOIRES MEDIS,Tunisie,9234114,2022-12-22,Générique
APIXADIS,5 mg,Comprimé pelliculé,B/14,APIXABAN,LES LABORATOIRES MEDIS,Tunisie,9234113,2022-12-22,Générique
APIXADIS,2.5 mg,Comprimé pelliculé,B/60,APIXABAN,LES LABORATOIRES MEDIS,Tunisie,9234112,2022-12-22,Générique
APIXADIS,2.5 mg,Comprimé pelliculé,B/180,APIXABAN,LES LABORATOIRES MEDIS,Tunisie,9234115,2025-03-03,Générique
APIXADIS,5 mg,Comprimé pelliculé,B/180,APIXABAN,LES LABORATOIRES MEDIS,Tunisie,9234116,2025-03-03,Générique
APIXAN,2.5 mg,Comprimé pelliculé,B/20,APIXABAN,PHARMACARE,Tunisie,9343471,2022-10-24,Générique
APIXAN,5 mg,Comprimé pelliculé sécable,B/60,APIXABAN,PHARMACARE,Tunisie,9343472,2022-10-24,Générique
APIXAN,2.5 mg,Comprimé pelliculé,B/60,APIXABAN,PHARMACARE,Tunisie,9343473,2023-07-28,Générique
APIXAN,5 mg,Comprimé pelliculé sécable,B/15,APIXABAN,PHARMACARE,Tunisie,9343474,2025-04-02,Générique
APIXAN,2.5 mg,Comprimé pelliculé,B/180,APIXABAN,PHARMACARE,Tunisie,9343475,,Générique
APIXAN,5 mg,Comprimé pelliculé sécable,B/180,APIXABAN,PHARMACARE,Tunisie,9343476,,Générique
APOKINON,30 MG/ 3ML (1%),Solution injectable,B/ 5 Stylos pré-remplis /3ml,APOMORPHINE,LABORATOIRE AGUETTANT,FRANCE,7093331,2019-02-23,Princeps
APPELOM,20 mg,Comprimé pelliculé,B/30,MEMANTINE,ACT PHARMA,Tunisie,9363102,2019-09-06,Générique
APPELOM,10 mg,Comprimé pelliculé,B/30,MEMANTINE,ACT PHARMA,Tunisie,9363101,2019-09-06,Générique
APRANAX 275,275 MG,Comprimé pelliculé,B/10,NAPROXENE,TERIAK,Tunisie,9253113,2008-08-09,Générique
APRANAX 275,275 MG,Comprime enrobé,B/30,NAPROXENE,TERIAK,Tunisie,9253111,2002-08-03,Princeps
APRANAX 550,550 MG,Comprime enrobe secable,B/8,NAPROXENE,TERIAK,Tunisie,9253114,2008-09-01,Générique
APRANAX 550,550 MG,Comprime enrobe secable,B/16,NAPROXENE,TERIAK,Tunisie,9253112,2002-08-03,Princeps
APRIVA,10mg/20mg/30mg,Comprimé pelliculé,B/28 (4/10 mg+4/20 mg+20/30 mg),APREMILAST,IBN AL BAYTAR,Tunisie,9073772H,2024-06-18,Générique
APRIVA,30 mg,Comprimé pelliculé,B/60,APREMILAST,IBN AL BAYTAR,Tunisie,9073771H,2024-06-18,Générique
APROKAM,50 mg,Pdre p.prep.injectable,B/10Fl +10 AIGUILLES,CEFUROXIME,THEA,FRANCE,8443142H,2018-09-12,Princeps
APYROSIS DOUBLE ACTION CITRON,500 mg/213mg/325 mg,Suspension buvable,B/20 sachet-dose/10ML,ALGINATES+CARBONATE DE CALCIUM+BICARBONATE DE SODIUM,OPALIA PHARMA,Tunisie,9023785,2023-02-09,Générique
APYROSIS DOUBLE ACTION MENTHE,500 mg/213mg/325 mg,Suspension buvable,B/20 sachets-dose/10ML,ALGINATES+CARBONATE DE CALCIUM+BICARBONATE DE SODIUM,OPALIA PHARMA,Tunisie,9023786,2023-02-09,Générique
APYROSIS NOURRISSONS,,Suspension buvable,FL/150 ml,ALGINATES,OPALIA PHARMA,Tunisie,9023782,2008-05-21,Générique
ARACYTINE,100 MG,Pdre p.prep.injectable,B/1+S/5 ML,CYTARABINE,PFIZER HOLDING FRANCE,FRANCE,6530011,1995-07-07,Princeps
ARACYTINE,1 gr,Pdre p.prep.injectable,B/1 flacon,CYTARABINE,PFIZER HOLDING FRANCE,FRANCE,10803071H,2009-06-20,Princeps
ARADEUX PLUS,300 mg/10 mg,Comprimé pelliculé,B/90,IRBESARTAN+AMLODIPINE,SAIPH,Tunisie,9164146,2019-11-12,Générique
ARANESP,30 mcg/0.3ml,Solution injectable,B/4 Seringues pré-remplies/0.3ml,DARBEPOETIN ALFA,AMGEN EUROPE B.V,HOLLANDE,1693018H,2017-11-27,Princeps
ARANESP,40 mcg/0.4ml,Solution injectable,B/4 Seringues Seringues pré-remplies/0.4ml,DARBEPOETIN ALFA,AMGEN EUROPE B.V,HOLLANDE,1693015H,2017-11-27,Princeps
ARANESP,20 mcg/0.5ml,Solution injectable,B/4 Seringues pré-remplies/0.5ml,DARBEPOETIN ALFA,AMGEN EUROPE B.V,HOLLANDE,1693017H,2017-11-27,Princeps
ARCHIFAR,1 gr,Pdre p.prep.injectable,B/1 flacon de lyophilisat,MEROPENEME,MEDOCHEMIE LTD,CHYPRE,6973231H,2022-01-26,Générique
ARGINO B,,Comprimé pelliculé,B/24,ARGININE CHLORHYDRATE+VITAMINE B1+VITAMINE B6,ADWYA,Tunisie,9043591,1998-03-16,Princeps
ARISAIPH,1 mg/ml,Solution buvable,FL/150 ml,ARIPIPRAZOLE,SAIPH,Tunisie,9164451,2025-11-03,Générique
ARIXTRA,7.5mg/0.6ml (12.5mg/ml),Solution injectable,B/10 seringues pré-remplies,FONDAPARINUX SODIUM,ASPEN PHARMA TRADING Limited,Irelande,15493082,2024-01-09,Princeps
ARIXTRA,2.5mg/0.5ml (5mg/ml),Solution injectable,B/10 Seringues pré-remplies,FONDAPARINUX SODIUM,ASPEN PHARMA TRADING Limited,Irelande,15493081,2024-01-09,Princeps
ARIZIL,10 mg,Comprimé pelliculé,B/90,DONEPEZIL,PHARMAGHREB,Tunisie,9013823,2013-08-22,Générique
ARIZIL,10 mg,Comprimé pelliculé,B/30,DONEPEZIL,PHARMAGHREB,Tunisie,9013822,2013-10-09,Générique
ARIZIL,5 mg,Comprimé pelliculé,B/30,DONEPEZIL,PHARMAGHREB,Tunisie,9013821,2013-10-09,Générique
ARKOGELULE AUBELINE,,Gélule,FL/45,AUBEPINE,ARKOPHARMA,FRANCE,8953013,2008-04-23,Princeps
ARNICA COMPLEXE N°1,,Gouttes buvables,FL/30 ml,ARNICA,LEHNING,FRANCE,7053101,2020-03-16,Princeps
ARNIGEL,,Gel dermique,T/45 GR,ARNICA TM,BOIRON,FRANCE,6873532,2017-07-18,Princeps
AROMAPLEX,25 mg,Comprimé pelliculé,B/30,EXEMESTANE,GENEPHARM S.A,GRECE,7573071,2016-09-05,Générique
AROMASINE,25 mg,Comprime enrobé,B/30,EXEMESTANE,PFIZER HOLDING FRANCE,FRANCE,10803021,2006-02-15,Princeps
ARTHROX,15 mg,Comprimé sécable,B/14,MELOXICAM,ADWYA,Tunisie,9044201,2015-02-17,Générique
ARTICAINE MEDIS ADRÉNALINÉE,1/100 000,Solution injectable,B/50 carpules/1.8 ml,ARTICAINE+ADRENALINE,LES LABORATOIRES MEDIS,Tunisie,9233961,2018-05-30,Générique
AS-ONE,100 MG,Comprimé pelliculé,B/4,SILDENAFIL,TAHA PHARMA,Tunisie,9373453,2018-03-15,Générique
AS-ONE,25 mg,Comprimé pelliculé,B/4,SILDENAFIL,TAHA PHARMA,Tunisie,9373451,2018-02-22,Générique
AS-ONE,50 MG,Comprimé pelliculé,B/4,SILDENAFIL,TAHA PHARMA,Tunisie,9373452,2018-03-15,Générique
ASCAPOUDRE,0.4%,Poudre a usage externe,FL/100 GR,LINDANE,PHARMAGHREB,Tunisie,9013061,1990-12-20,Générique
ASPEGIC ADULTES,1000 mg,Poudre pour solution orale,B/16 sachets,ACETYLSALICYLATE DE LYSINE,SANOFI AVENTIS PHARMA TUNISIE,Tunisie,92630112,2019-07-31,Princeps
ASPEGIC ADULTES,1000 mg,Poudre pour solution orale,B/20,ACETYLSALICYLATE DE LYSINE,WINTHROP PHARMA TUNISIE,Tunisie,9103964,2021-09-14,Princeps
ASPIRINE PH 8,500 MG,Comprimé pelliculé,B/20,ACIDE ACETYLSALICYLIQUE,SAIPH,Tunisie,9163011,1996-11-05,Princeps
ASPIRYL,75 mg,Comprimé,FL/100,ACIDE ACETYLSALICYLIQUE,ADVANS PHARMA,Tunisie,9413151,2023-12-01,Générique
ASPIRYL,500 mg,Comprimé,B/20,ACIDE ACETYLSALICYLIQUE,ADVANS PHARMA,Tunisie,9413152,2023-12-01,Générique
ASTRADOL LP,100 MG,Comprimé à libération prolongée,B/10,TRAMADOL,ADWYA,Tunisie,9043662,2004-07-08,Générique
ATACURE,50 mg/5ml,Solution injectable,B/5/5 ml,ATRACURIUM,HIKMA Pharmaceuticals Co Ltd,JORDANIE,6653461H,2004-12-20,Générique
ATENAD,100 mg,Comprimé pelliculé sécable,B/30,ATENOLOL,ADWYA,Tunisie,9044062,2010-11-25,Générique
ATENAD,50 mg,Comprimé pelliculé sécable,B/30,ATENOLOL,ADWYA,Tunisie,9044061,2010-11-25,Générique
ATEPADENE,30 mg,Gélule,B/30,ADENOSINE,X.O,FRANCE,19843011,2018-11-29,Princeps
ATOSIBAN EVER Pharma,75 mg/10ml,Solution injectable pour perfusion,B/1 flacon/10ml,ATOSIBAN,EVER Valinject GmbH,AUTRICHE,23033042,2024-11-22,Générique
ATOSIBAN EVER Pharma,6.75 mg/0.9 ml,Solution injectable pour perfusion,B/1 flacon,ATOSIBAN,EVER Valinject GmbH,AUTRICHE,23033043,2024-12-27,Générique
ATOSIBAN EVER Pharma,37.5 mg/ 5 ml,Solution injectable pour perfusion,B/1 flacon / 5ml,ATOSIBAN,EVER Valinject GmbH,AUTRICHE,23033041,2024-07-30,Générique
ATRACURIUM MÉDIS 25,25 mg,Solution injectable,B/50/2.5 ml,ATRACURIUM,LES LABORATOIRES MEDIS,Tunisie,9233401H,2005-12-31,Générique
ATRACURIUM MEDIS 25,25 mg,Solution injectable,B/10/2.5 ml,ATRACURIUM,LES LABORATOIRES MEDIS,Tunisie,9233403H,2006-02-04,Générique
ATRACURIUM MÉDIS 50,50 mg,Solution injectable,B/50/5 ml,ATRACURIUM,LES LABORATOIRES MEDIS,Tunisie,9233402H,2005-12-31,Générique
ATRACURIUM MÉDIS 50,50 mg,Solution injectable,B/10/5 ml,ATRACURIUM,LES LABORATOIRES MEDIS,Tunisie,9233404H,2006-02-04,Générique
ATRICAN,250 MG,Capsule molle,B/8,TENONITROZOLE,INNOTECH INTERNATIONAL,FRANCE,5690012,1999-12-08,Princeps
ATROALDO,20 mcg/doses,Solution pour inhalation,fl/10 ml/200 doses,BROMURE D'IPRATROPIUM,ALDO-UNION S.L,ESPAGNE,3013061,2015-12-23,Générique
ATROPINE SAIPH,0.25 mg/ ml,Solution injectable,B/10/1 ML,ATROPINE,SAIPH,Tunisie,9163801H,2010-05-06,Générique
ATROPINE SULFATE AGUETTANT,0.250 mg/1 ml,Solution injectable,B/10/1 ML,ATROPINE,LABORATOIRE AGUETTANT,FRANCE,7093062H,2008-07-15,Générique
ATROPINE UNIMED,0.5%,Collyre,FL/5 ml,ATROPINE,UNIMED,Tunisie,9093442,2004-08-05,Générique
ATROPINE UNIMED,1%,Collyre,FL/5 ml,ATROPINE,UNIMED,Tunisie,9093441,2004-08-05,Générique
ATROPINUM SULFURICUM,1 mg/ml,Solution injectable,B/10/1 ml,ATROPINE,SOPHARMA SA,BULGARIE,10793011H,2009-08-24,Générique
ATROVAST10,10 mg,Comprimé pelliculé,B/30,ATORVASTATINE,PHARMACARE,Tunisie,9343321,2019-04-23,Générique
ATROVAST10,10 mg,Comprimé pelliculé,B/90,ATORVASTATINE,PHARMACARE,Tunisie,9343325,2022-04-25,Générique
ATROVAST20,20 mg,Comprimé pelliculé sécable,B/30,ATORVASTATINE,PHARMACARE,Tunisie,9343322,2019-04-23,Générique
ATROVAST20,20 mg,Comprimé pelliculé sécable,B/90,ATORVASTATINE,PHARMACARE,Tunisie,9343326,2022-06-17,Générique
ATROVAST40,40 mg,Comprimé pelliculé sécable,B/30,ATORVASTATINE,PHARMACARE,Tunisie,9343323,2019-04-23,Générique
ATROVAST40,40 mg,Comprimé pelliculé sécable,B/90,ATORVASTATINE,PHARMACARE,Tunisie,9343327,2022-04-25,Générique
ATROVAST80,80 mg,Comprimé pelliculé sécable,B/30,ATORVASTATINE,PHARMACARE,Tunisie,9343324,2019-04-23,Générique
ATROVENT,20 µG,Aérosol,FL/200 DOS,BROMURE D'IPRATROPIUM,BOEHRINGER INGELHEIM FRANCE,FRANCE,5213074,1997-01-29,Princeps
ATYFOR,12 µg,Solution pour inhalation,B/1 FL/100 doses,FORMOTEROL,VAGA LABORATORIES,Tunisie,9473031,2024-06-28,Générique
AUBAGIO,14 mg,Comprimé pelliculé,B/28,TERIFLUNOMIDE,SANOFI Winthrop Industrie.,FRANCE,16283011H,2020-10-08,Princeps
AUGMENTIN 8/1 ADULTE,500 mg/62.5 mg,Comprimé pelliculé,B/24,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,Tunisie,9043568,2008-10-25,Princeps
AUGMENTIN 8/1 ADULTE,500 mg/62.5 mg,Comprimé pelliculé,B/16,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,Tunisie,9043565,2004-10-20,Princeps
AUGMENTIN ADULTE,1 gr/125 mg,Poudre pour suspension orale,B/12 Sachets-doses,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,Tunisie,9043564,2004-08-05,Princeps
AUGMENTIN ENFANT,500 mg/62.5 mg,Poudre pour suspension orale,B/24Sachets-doses,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,Tunisie,9043569,2010-05-12,Princeps
AUGMENTIN ENFANT,500 mg/62.5 mg,Poudre pour suspension orale,B/12 Sachets-doses,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,Tunisie,9043566,2006-07-26,Princeps
AUGMENTIN NOURRISSONS,100 mg/12.5mg/ml,Poudre pour suspension orale,FL/30 ml + pipette,AMOXICILLINE+ACIDE CLAVULANIQUE,ADWYA,Tunisie,9043567,2008-05-21,Princeps
AVAMYS,27.5 µg/pulvérisation,Spray nasal,FL/120 Doses,FLUTICASONE,GlaxoSmithKline (Ireland) Limited,Irelande,24833011,2021-06-09,Princeps
AVASTIN,400 mg,Solution injectable pour perfusion,B/1FL/16ml,BEVACIZUMAB,Roche Pharma (Schweiz) AG,SUISSE,6993192H,2010-09-22,Princeps
AVASTIN,100 mg,Solution injectable pour perfusion,B/1FL/4ml,BEVACIZUMAB,Roche Pharma (Schweiz) AG,SUISSE,6993191H,2010-09-22,Princeps
AVAXIM 80 U PEDIATRIQUE,,Suspension injectable,B/1SER pré-remplie/0.5ML,VACCIN CONTRE DE L'HEPATITE A,SANOFI Winthrop Industrie.,FRANCE,12063101,2017-04-26,Princeps
AVENOC,,Pommade rectale,T/30 GR,PRODUITS HOMEOPATHIQUES,BOIRON,FRANCE,6873161,1991-06-27,Princeps
AVENOC,,Suppositoire,B/10,PRODUITS HOMEOPATHIQUES,BOIRON,FRANCE,6873162,1991-06-27,Princeps
AVLOCARDYL,5 MG,Solution injectable,B/5/5 ML,PROPRANOLOL,ASTRA ZENECA,FRANCE,5680011,1994-10-17,Princeps
AVLOCARDYL RETARD,160 mg,Gélule à libération prolongée,B/30,PROPRANOLOL,ASTRA ZENECA,FRANCE,5680014,2008-08-06,Princeps
AVODART,0.5 mg,Capsule molle,B/30,DUTASTERIDE,GlaxoSmithKline France,FRANCE,2113101,2006-05-10,Princeps
AVOMIN,1 mg,Comprimé pelliculé,B/28,ANASTROZOLE,GENEPHARM S.A,GRECE,7573081H,2016-09-05,Générique
AVONEX,30 µg/0.5 ml,Solution injectable,B/4 stylos pré-remplis,INTERFERON BETA-1A,BIOGEN NETHERLANDS B.V.,HOLLANDE,28763011H,2025-07-03,Princeps
AVONEX,6 MUI,Solution injectable,B/4ser/0.5 ml,INTERFERON BETA-1A,BIOGEN Idec Ltd,Rayaume uni,10913012H,2007-08-27,Princeps
AZACITIDINE NEAPOLIS,100 mg,Poudre pour solution injectable,B/1 flacon,AZACITIDINE,NEAPOLIS PHARMA,Tunisie,9393061H,2019-04-01,Générique
AZATHIOPRINE VIATRIS,50 mg,Comprimé pelliculé sécable,B/100,AZATHIOPRINE,VIATRIS SANTE,FRANCE,4923221,2014-04-24,Générique
AZEAL,0.05%,Collyre,FL/6ml,AZELASTINE,UNIMED,Tunisie,9093951,2016-08-17,Générique
AZITHROCINE 250,250 mg,Gélule,B/6,AZITHROMYCINE,SIPHAT,Tunisie,9003781,2003-04-14,Générique
AZOMYCINE,500 mg,Comprimé pelliculé sécable,B/3,AZITHROMYCINE,PIERRE FABRE MEDICAMENT PRODUCTION TUNISIE,Tunisie,9323221,2021-10-08,Générique
AZRO 600 MG,40 mg/ ml,Poudre pour suspension orale,FL/15 ml,AZITHROMYCINE,TERIAK,Tunisie,9253222,2004-10-07,Générique
AZRO 900 MG,40 mg/ ml,Poudre pour suspension orale,FL/22.5 ml,AZITHROMYCINE,TERIAK,Tunisie,9253223,2006-06-01,Générique
B.C.G VACCINE SSI,,Pdre p.prep.injectable,FL/10DOS+S/1ML,VACCIN BCG,STATENS SERUM INSTITUT,Denemark,3223011,1999-10-08,Princeps
BACTALL,500 mg,Comprimé pelliculé sécable,B/70,CIPROFLOXACINE,SAIPH,Tunisie,9163683H,2013-08-21,Générique
BACTALL,500 mg,Comprimé pelliculé sécable,B/10,CIPROFLOXACINE,SAIPH,Tunisie,ST9163682,2008-01-23,Générique
BACTRIM FORTE,800 mg/160 mg,Comprimé,B/10,SULFAMETOPYRAZINE+TRIMETHOPRIME,TERIAK,Tunisie,9253082,2002-04-04,Princeps
BACTRIM NOURRISSONS ET ENFANTS.,240 mg/5ml,Suspension buvable,FL/100 ML,COTRIMOXAZOLE,TERIAK,Tunisie,9253083,2002-04-04,Princeps
BALKAPROFEN,100 MG/5ML,Suspension buvable,FL/100ML,IBUPROFEN,APM,JORDANIE,5063042,2002-10-02,Générique
BALSAFINE,40 MG,Gouttes nasales,FL/20ML,CHLOROBUTANOL+MENTHOL PUR,PHARMAGHREB,Tunisie,9013161,1993-01-30,Générique
BARACLUDE,0.5 mg,Comprimé pelliculé,FL/30,ENTECAVIR,BRISTOL MYERS SQUIBB Company USA,Etats Unis d'Amérique,11033011H,2008-04-15,Princeps
BARACLUDE,1 mg,Comprimé pelliculé,FL/30,ENTECAVIR,BRISTOL MYERS SQUIBB Company USA,Etats Unis d'Amérique,11033012H,2008-04-15,Princeps
BAUME CALMOL ADULTES,,Baume,T/60 GR,CAMPHRE+EUCALYPTOL+MENTHOL PUR,PHARMADERM,Tunisie,9053011,1990-05-03,Générique
BECAVIR,0.5 mg,Comprimé pelliculé,FL/30,ENTECAVIR,SIPHAT,Tunisie,9003982H,2020-06-29,Générique
BECAVIR,1 mg,Comprimé pelliculé,FL/30,ENTECAVIR,SIPHAT,Tunisie,9003981H,2017-07-10,Générique
BECLO-ASMA,250 µG,Aérosol,FL/200 doses,BECLOMETASONE,ALDO-UNION S.L,ESPAGNE,3013022,2004-05-12,Générique
BECLOJET 250,250 µG,Solution pour inhalation,FL/200 DOSES,BECLOMETASONE,CHIESI S.A.S,FRANCE,1263011,2001-07-23,Princeps
